"
","Creator
","First public release
","Latest stable version
","Latest Release Date
","Programming language
","Cost (US$)
","Software license
","Open source
","CLI available
","Minimum installed size
"
"Acme
","Rob Pike
","1993
","Plan 9 and Inferno
","
","C
","Free
","LPL (OSI approved)
","
","
","
"
